xanim,ai_zm_dlc1_zombie_climb_up_192_down_40
xanim,ai_zm_dlc1_zombie_climb_up_256_down_32
xanim,ai_zm_dlc1_zombie_climb_up_256_down_40
xanim,ai_zm_dlc1_zombie_crawl_climb_up_192_down_40
xanim,ai_zm_dlc1_zombie_crawl_climb_up_256_down_32
xanim,ai_zm_dlc1_zombie_crawl_jump_down_190
xanim,ai_zm_dlc1_zombie_crawl_jump_up_180_down_36
xanim,ai_zm_dlc1_zombie_crawl_jump_up_244_down_36
xanim,ai_zm_dlc1_zombie_crawl_jump_up_36_down_180
xanim,ai_zm_dlc1_zombie_crawl_jump_up_36_down_244
xanim,ai_zm_dlc1_zombie_jump_down_190
xanim,ai_zm_dlc1_zombie_jump_up_180_down_36
xanim,ai_zm_dlc1_zombie_jump_up_244_down_36
xanim,ai_zm_dlc1_zombie_jump_up_36_down_180
xanim,ai_zm_dlc1_zombie_jump_up_36_down_244
xanim,ai_zm_dlc4_zombie_crawl_jump_across_192
xanim,ai_zm_dlc4_zombie_crawl_jump_across_296
xanim,ai_zm_dlc4_zombie_crawl_jump_down_148
xanim,ai_zm_dlc4_zombie_crawl_jump_down_200
xanim,ai_zm_dlc4_zombie_crawl_jump_down_224
xanim,ai_zm_dlc4_zombie_crawl_jump_up_148
xanim,ai_zm_dlc4_zombie_crawl_jump_up_224
xanim,ai_zm_dlc4_zombie_jump_across_192
xanim,ai_zm_dlc4_zombie_jump_across_296
xanim,ai_zm_dlc4_zombie_jump_across_down_148
xanim,ai_zm_dlc4_zombie_jump_across_up_148
xanim,ai_zm_dlc4_zombie_jump_down_200
xanim,ai_zm_dlc4_zombie_jump_down_224
xanim,ai_zm_dlc4_zombie_jump_up_224
xanim,ai_zm_dlc5_zombie_afterlife_stun_a
xanim,ai_zm_dlc5_zombie_afterlife_stun_b
xanim,ai_zm_dlc5_zombie_afterlife_stun_c
xanim,ai_zm_dlc5_zombie_afterlife_stun_d
xanim,ai_zm_dlc5_zombie_afterlife_stun_e
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_a
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_b
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_c
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_midair_a
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_midair_b
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_midair_c
xanim,ai_zm_dlc5_zombie_airstaff_death_vacuumed_midair_d
xanim,ai_zm_dlc5_zombie_crawl_death_microwave_a
xanim,ai_zm_dlc5_zombie_crawl_death_microwave_b
xanim,ai_zm_dlc5_zombie_crawl_death_microwave_c
xanim,ai_zm_dlc5_zombie_crawl_death_microwave_walking_a
xanim,ai_zm_dlc5_zombie_crawl_death_microwave_walking_b
xanim,ai_zm_dlc5_zombie_crawl_death_microwave_walking_c
xanim,ai_zm_dlc5_zombie_crawl_freeze_death_01
xanim,ai_zm_dlc5_zombie_crawl_freeze_death_02
xanim,ai_zm_dlc5_zombie_crawl_jump_down_markiv_front
xanim,ai_zm_dlc5_zombie_crawl_jump_down_markiv_leftfront
xanim,ai_zm_dlc5_zombie_crawl_jump_down_markiv_leftmid
xanim,ai_zm_dlc5_zombie_crawl_jump_down_markiv_leftrear
