physpreset,book
physpreset,can_small
physpreset,cardboardbox_empty
physpreset,metal_dish_small
physpreset,p7_bottle_glass_liquor_03
physpreset,p7_bottle_glass_wine_open_01
physpreset,p7_cigarette_pack
physpreset,p7_debris_trash_cup_coffee_02
physpreset,p7_debris_trash_drink_carrier_01
physpreset,p7_debris_trash_paper_plate_01
physpreset,p7_debris_trash_snack_bag_02
physpreset,p7_debris_trash_snack_bag_03
physpreset,p7_debris_trash_snack_bag_06
physpreset,p7_food_fruit
physpreset,p7_kitchen_knives_set_cleaver
physpreset,p7_medical_cot
physpreset,p7_medical_gauze_sanitation_towels_02
physpreset,p7_medical_surgical_tools_clamps
physpreset,p7_medical_surgical_tools_syringe
physpreset,p7_medical_surgical_tools_tray
physpreset,p7_medical_surgical_tray_tools_bloody
physpreset,p7_skulls_bones_head_01
physpreset,p7_tools_hammer
physpreset,paper_cup
physpreset,plastic_container_sml
physpreset,sandbag
physpreset,toolbox
xanim,ai_direwolf_base_idle_howl
xanim,ai_zm_dlc1_zombie_climb_up_192_down_40
xanim,ai_zm_dlc1_zombie_climb_up_256_down_32
xanim,ai_zm_dlc1_zombie_climb_up_256_down_40
xanim,ai_zm_dlc1_zombie_crawl_climb_up_192_down_40
xanim,ai_zm_dlc1_zombie_crawl_climb_up_256_down_32
xanim,ai_zm_dlc1_zombie_crawl_jump_down_190
xanim,ai_zm_dlc1_zombie_crawl_jump_up_180_down_36
xanim,ai_zm_dlc1_zombie_crawl_jump_up_244_down_36
xanim,ai_zm_dlc1_zombie_crawl_jump_up_36_down_180
xanim,ai_zm_dlc1_zombie_crawl_jump_up_36_down_244
xanim,ai_zm_dlc1_zombie_jump_down_190
xanim,ai_zm_dlc1_zombie_jump_up_180_down_36
xanim,ai_zm_dlc1_zombie_jump_up_244_down_36
xanim,ai_zm_dlc1_zombie_jump_up_36_down_180
xanim,ai_zm_dlc1_zombie_jump_up_36_down_244
xanim,ai_zm_dlc4_zombie_crawl_jump_across_192
xanim,ai_zm_dlc4_zombie_crawl_jump_across_296
xanim,ai_zm_dlc4_zombie_crawl_jump_down_148
xanim,ai_zm_dlc4_zombie_crawl_jump_down_200
xanim,ai_zm_dlc4_zombie_crawl_jump_down_224
xanim,ai_zm_dlc4_zombie_crawl_jump_up_148
xanim,ai_zm_dlc4_zombie_crawl_jump_up_224
xanim,ai_zm_dlc4_zombie_jump_across_192
xanim,ai_zm_dlc4_zombie_jump_across_296
xanim,ai_zm_dlc4_zombie_jump_across_down_148
xanim,ai_zm_dlc4_zombie_jump_across_up_148
xanim,ai_zm_dlc4_zombie_jump_down_200
xanim,ai_zm_dlc4_zombie_jump_down_224
xanim,ai_zm_dlc4_zombie_jump_up_224
xanim,ai_zombie_base_ad_attack_v1
xanim,ai_zombie_base_ad_attack_v2
xanim,ai_zombie_base_ad_attack_v3
xanim,ai_zombie_base_ad_attack_v4
xanim,ai_zombie_base_au_attack_v1
xanim,ai_zombie_base_au_attack_v2
xanim,ai_zombie_base_au_attack_v3
xanim,ai_zombie_base_au_attack_v4
xanim,ai_zombie_base_boardtear_aligned_l_1_grab
xanim,ai_zombie_base_boardtear_aligned_l_1_hold
